Warehouse,Date,Metric,Value
JUNAGARH 2813,,Feb-2025,6720.0
JUNAGARH 2813,,Feb-2025,259891.0
JUNAGARH 2813,,Feb-2025,596648.5801698961
JUNAGARH 2813,,Mar-2025,6720.0
JUNAGARH 2813,,Mar-2025,237219.0
JUNAGARH 2813,,Mar-2025,414558.14791551855
JUNAGARH 2813,,Apr-2025,5278.0
JUNAGARH 2813,,Apr-2025,205826.0
JUNAGARH 2813,,Apr-2025,361085.8907473438
JUNAGARH 2813,,May-2025,5278.0
JUNAGARH 2813,,May-2025,205826.0
JUNAGARH 2813,,May-2025,411842.7867939877
JUNAGARH 2813,,Jun-2025,5278.0
JUNAGARH 2813,,Jun-2025,205826.0
JUNAGARH 2813,,Jun-2025,412099.2778011049
JUNAGARH 2813,,Jul-2025,5278.0
JUNAGARH 2813,,Jul-2025,205826.0
JUNAGARH 2813,,Jul-2025,350747.209506102
JUNAGARH 2813,,Aug-2025,5278.0
JUNAGARH 2813,,Aug-2025,205826.0
JUNAGARH 2813,,Aug-2025,357489.811653024
JUNAGARH 2813,,Sep-2025,5278.0
JUNAGARH 2813,,Sep-2025,205826.0
JUNAGARH 2813,,Sep-2025,339522.7058662724
JUNAGARH 2813,,Oct-2025,5278.0
JUNAGARH 2813,,Oct-2025,229111.0
JUNAGARH 2813,,Oct-2025,361744.170216921
JUNAGARH 2813,,Nov-2025,5278.0
JUNAGARH 2813,,Nov-2025,253324.0
JUNAGARH 2813,,Nov-2025,335027.16093635606
JUNAGARH 2813,,Dec-2025,5278.0
JUNAGARH 2813,,Dec-2025,253324.0
JUNAGARH 2813,,Dec-2025,379665.2278196099
JUNAGARH 2813,,Jan-2026,5278.0
JUNAGARH 2813,,Jan-2026,253324.0
JUNAGARH 2813,,Jan-2026,375488.7251183617
JUNAGARH 2813,,Feb-2026,5278.0
JUNAGARH 2813,,Feb-2026,253324.0
JUNAGARH 2813,,Feb-2026,328034.4788697468
JUNAGARH 2813,,March-2026,5278.0
JUNAGARH 2813,,March-2026,253324.0
JUNAGARH 2813,,March-2026,422967.6740555728
JUNAGARH 2813,,Apr-2026,5278.0
JUNAGARH 2813,,Apr-2026,253324.0
JUNAGARH 2813,,Apr-2026,475641.228894717
JUNAGARH 2813,,May-2026,5278.0
JUNAGARH 2813,,May-2026,253324.0
JUNAGARH 2813,,May-2026,935726.1614864164
JUNAGARH 2883,,Apr-2023,0.0
JUNAGARH 2883,,Apr-2023,0.0
JUNAGARH 2883,,May-2023,0.0
JUNAGARH 2883,,May-2023,0.0
JUNAGARH 2883,,Jun-2023,0.0
JUNAGARH 2883,,Jun-2023,0.0
JUNAGARH 2883,,Jul-2023,0.0
JUNAGARH 2883,,Jul-2023,0.0
JUNAGARH 2883,,Aug-2023,0.0
JUNAGARH 2883,,Aug-2023,0.0
JUNAGARH 2883,,Sep-2023,0.0
JUNAGARH 2883,,Sep-2023,0.0
JUNAGARH 2883,,Oct-2023,0.0
JUNAGARH 2883,,Oct-2023,0.0
JUNAGARH 2883,,Nov-2023,0.0
JUNAGARH 2883,,Nov-2023,0.0
JUNAGARH 2883,,Dec-2023,0.0
JUNAGARH 2883,,Dec-2023,0.0
JUNAGARH 2883,,Jan-2024,0.0
JUNAGARH 2883,,Jan-2024,0.0
JUNAGARH 2883,,Feb-2024,0.0
JUNAGARH 2883,,Feb-2024,0.0
JUNAGARH 2883,,Mar-2024,2902.0
JUNAGARH 2883,,Mar-2024,54400.0
JUNAGARH 2883,,Mar-2024,0.0
JUNAGARH 2883,,Apr-2024,2902.0
JUNAGARH 2883,,Apr-2024,54400.0
JUNAGARH 2883,,Apr-2024,82843.5066324076
JUNAGARH 2883,,May-2024,2902.0
JUNAGARH 2883,,May-2024,54400.0
JUNAGARH 2883,,May-2024,85533.93055060414
JUNAGARH 2883,,Jun-2024,2902.0
JUNAGARH 2883,,Jun-2024,54400.0
JUNAGARH 2883,,Jun-2024,68425.66247607654
JUNAGARH 2883,,Jul-2024,2902.0
JUNAGARH 2883,,Jul-2024,54400.0
JUNAGARH 2883,,Jul-2024,222177.3044830557
JUNAGARH 2883,,Aug-2024,2902.0
JUNAGARH 2883,,Aug-2024,54400.0
JUNAGARH 2883,,Aug-2024,165262.9256434227
JUNAGARH 2883,,Sep-2024,2902.0
JUNAGARH 2883,,Sep-2024,54400.0
JUNAGARH 2883,,Sep-2024,127420.9725866759
JUNAGARH 2883,,Oct-2024,2902.0
JUNAGARH 2883,,Oct-2024,54400.0
JUNAGARH 2883,,Oct-2024,125945.08324285192
JUNAGARH 2883,,Nov-2024,2902.0
JUNAGARH 2883,,Nov-2024,38080.0
JUNAGARH 2883,,Nov-2024,82966.59823654985
JUNAGARH 2883,,Dec-2024,1451.0
JUNAGARH 2883,,Dec-2024,60557.85999999999
JUNAGARH 2883,,Jan-2025,1451.0
JUNAGARH 2883,,Jan-2025,29042.0
JUNAGARH 2883,,Feb-2025,0.0
JUNAGARH 2883,,Feb-2025,0.0
JUNAGARH 2883,,Mar-2025,0.0
JUNAGARH 2883,,Mar-2025,0.0
JUNAGARH 2883,,Apr-2025,0.0
JUNAGARH 2883,,Apr-2025,0.0
JUNAGARH 2883,,May-2025,0.0
JUNAGARH 2883,,Jun-2025,0.0
JUNAGARH 2883,,Jul-2025,0.0
JUNAGARH 2883,,Aug-2025,0.0
JUNAGARH 2883,,Sep-2025,0.0
JUNAGARH 2883,,Oct-2025,0.0
JUNAGARH 2883,,Nov-2025,0.0
JUNAGARH 2883,,Dec-2025,0.0
JUNAGARH 2883,,Jan-2026,0.0
JUNAGARH 2883,,Feb-2026,0.0
JUNAGARH 2883,,March-2026,0.0
JUNAGARH 2883,,Apr-2026,0.0
JUNAGARH 2883,,Apr-2026,0.0
JUNAGARH 2883,,May-2026,0.0
JUNAGARH 2883,,May-2026,0.0
JUNAGARH 3239,,Apr-2023,0.0
JUNAGARH 3239,,Apr-2023,0.0
JUNAGARH 3239,,May-2023,0.0
JUNAGARH 3239,,Jun-2023,0.0
JUNAGARH 3239,,Jul-2023,0.0
JUNAGARH 3239,,Aug-2023,0.0
JUNAGARH 3239,,Sep-2023,0.0
JUNAGARH 3239,,Oct-2023,0.0
JUNAGARH 3239,,Nov-2023,0.0
JUNAGARH 3239,,Dec-2023,0.0
JUNAGARH 3239,,Jan-2024,0.0
JUNAGARH 3239,,Feb-2024,0.0
JUNAGARH 3239,,Mar-2024,0.0
JUNAGARH 3239,,Apr-2024,0.0
JUNAGARH 3239,,Apr-2024,0.0
JUNAGARH 3239,,May-2024,0.0
JUNAGARH 3239,,Jun-2024,0.0
JUNAGARH 3239,,Jul-2024,0.0
JUNAGARH 3239,,Aug-2024,0.0
JUNAGARH 3239,,Sep-2024,0.0
JUNAGARH 3239,,Oct-2024,0.0
JUNAGARH 3239,,Nov-2024,0.0
JUNAGARH 3239,,Dec-2024,0.0
JUNAGARH 3239,,Jan-2025,0.0
JUNAGARH 3239,,Feb-2025,0.0
JUNAGARH 3239,,Mar-2025,0.0
JUNAGARH 3239,,Apr-2025,0.0
JUNAGARH 3239,,Apr-2025,0.0
JUNAGARH 3239,,May-2025,0.0
JUNAGARH 3239,,May-2025,0.0
JUNAGARH 3239,,Jun-2025,0.0
JUNAGARH 3239,,Jun-2025,0.0
JUNAGARH 3239,,Jul-2025,0.0
JUNAGARH 3239,,Jul-2025,0.0
JUNAGARH 3239,,Aug-2025,0.0
JUNAGARH 3239,,Aug-2025,0.0
JUNAGARH 3239,,Sep-2025,0.0
JUNAGARH 3239,,Sep-2025,0.0
JUNAGARH 3239,,Oct-2025,0.0
JUNAGARH 3239,,Oct-2025,0.0
JUNAGARH 3239,,Nov-2025,0.0
JUNAGARH 3239,,Nov-2025,0.0
JUNAGARH 3239,,Dec-2025,0.0
JUNAGARH 3239,,Dec-2025,0.0
JUNAGARH 3239,,Jan-2026,0.0
JUNAGARH 3239,,Jan-2026,0.0
JUNAGARH 3239,,Feb-2026,0.0
JUNAGARH 3239,,Feb-2026,0.0
JUNAGARH 3239,,March-2026,5325.0
JUNAGARH 3239,,March-2026,287550.0
JUNAGARH 3239,,March-2026,349161.29
JUNAGARH 3239,,Apr-2026,5325.0
JUNAGARH 3239,,Apr-2026,287550.0
JUNAGARH 3239,,Apr-2026,541200.0
JUNAGARH 3239,,May-2026,5325.0
JUNAGARH 3239,,May-2026,287550.0
JUNAGARH 3239,,May-2026,1082400.0
JUNAGARH 3248,,Apr-2023,0.0
JUNAGARH 3248,,Apr-2023,0.0
JUNAGARH 3248,,May-2023,0.0
JUNAGARH 3248,,Jun-2023,0.0
JUNAGARH 3248,,Jul-2023,0.0
JUNAGARH 3248,,Aug-2023,0.0
JUNAGARH 3248,,Sep-2023,0.0
JUNAGARH 3248,,Oct-2023,0.0
JUNAGARH 3248,,Nov-2023,0.0
JUNAGARH 3248,,Dec-2023,0.0
JUNAGARH 3248,,Jan-2024,0.0
JUNAGARH 3248,,Feb-2024,0.0
JUNAGARH 3248,,Mar-2024,0.0
JUNAGARH 3248,,Apr-2024,0.0
JUNAGARH 3248,,Apr-2024,0.0
JUNAGARH 3248,,May-2024,0.0
JUNAGARH 3248,,Jun-2024,0.0
JUNAGARH 3248,,Jul-2024,0.0
JUNAGARH 3248,,Aug-2024,0.0
JUNAGARH 3248,,Sep-2024,0.0
JUNAGARH 3248,,Oct-2024,0.0
JUNAGARH 3248,,Nov-2024,0.0
JUNAGARH 3248,,Dec-2024,0.0
JUNAGARH 3248,,Jan-2025,0.0
JUNAGARH 3248,,Feb-2025,0.0
JUNAGARH 3248,,Mar-2025,0.0
JUNAGARH 3248,,Apr-2025,0.0
JUNAGARH 3248,,Apr-2025,0.0
JUNAGARH 3248,,May-2025,0.0
JUNAGARH 3248,,May-2025,0.0
JUNAGARH 3248,,Jun-2025,0.0
JUNAGARH 3248,,Jun-2025,0.0
JUNAGARH 3248,,Jul-2025,0.0
JUNAGARH 3248,,Jul-2025,0.0
JUNAGARH 3248,,Aug-2025,0.0
JUNAGARH 3248,,Aug-2025,0.0
JUNAGARH 3248,,Sep-2025,0.0
JUNAGARH 3248,,Sep-2025,0.0
JUNAGARH 3248,,Oct-2025,0.0
JUNAGARH 3248,,Oct-2025,0.0
JUNAGARH 3248,,Nov-2025,0.0
JUNAGARH 3248,,Nov-2025,0.0
JUNAGARH 3248,,Dec-2025,0.0
JUNAGARH 3248,,Dec-2025,0.0
JUNAGARH 3248,,Jan-2026,0.0
JUNAGARH 3248,,Jan-2026,0.0
JUNAGARH 3248,,Feb-2026,0.0
JUNAGARH 3248,,Feb-2026,0.0
JUNAGARH 3248,,March-2026,1811.0
JUNAGARH 3248,,March-2026,108653.0
JUNAGARH 3248,,March-2026,97790.20626749552
JUNAGARH 3248,,Apr-2026,1811.0
JUNAGARH 3248,,Apr-2026,108653.0
JUNAGARH 3248,,Apr-2026,167376.2992743184
JUNAGARH 3248,,May-2026,1811.0
JUNAGARH 3248,,May-2026,108653.0
JUNAGARH 3248,,May-2026,339865.7489938926
JUNAGARH 3261,,Apr-2023,0.0
JUNAGARH 3261,,Apr-2023,0.0
JUNAGARH 3261,,May-2023,0.0
JUNAGARH 3261,,Jun-2023,0.0
JUNAGARH 3261,,Jul-2023,0.0
JUNAGARH 3261,,Aug-2023,0.0
JUNAGARH 3261,,Sep-2023,0.0
JUNAGARH 3261,,Oct-2023,0.0
JUNAGARH 3261,,Nov-2023,0.0
JUNAGARH 3261,,Dec-2023,0.0
JUNAGARH 3261,,Jan-2024,0.0
JUNAGARH 3261,,Feb-2024,0.0
JUNAGARH 3261,,Mar-2024,0.0
JUNAGARH 3261,,Apr-2024,0.0
JUNAGARH 3261,,Apr-2024,0.0
JUNAGARH 3261,,May-2024,0.0
JUNAGARH 3261,,Jun-2024,0.0
JUNAGARH 3261,,Jul-2024,0.0
JUNAGARH 3261,,Aug-2024,0.0
JUNAGARH 3261,,Sep-2024,0.0
JUNAGARH 3261,,Oct-2024,0.0
JUNAGARH 3261,,Nov-2024,0.0
JUNAGARH 3261,,Dec-2024,0.0
JUNAGARH 3261,,Jan-2025,0.0
JUNAGARH 3261,,Feb-2025,0.0
JUNAGARH 3261,,Mar-2025,0.0
JUNAGARH 3261,,Apr-2025,0.0
JUNAGARH 3261,,Apr-2025,0.0
JUNAGARH 3261,,May-2025,0.0
JUNAGARH 3261,,May-2025,0.0
JUNAGARH 3261,,Jun-2025,0.0
JUNAGARH 3261,,Jun-2025,0.0
JUNAGARH 3261,,Jul-2025,0.0
JUNAGARH 3261,,Jul-2025,0.0
JUNAGARH 3261,,Aug-2025,0.0
JUNAGARH 3261,,Aug-2025,0.0
JUNAGARH 3261,,Sep-2025,0.0
JUNAGARH 3261,,Sep-2025,0.0
JUNAGARH 3261,,Oct-2025,0.0
JUNAGARH 3261,,Oct-2025,0.0
JUNAGARH 3261,,Nov-2025,0.0
JUNAGARH 3261,,Nov-2025,0.0
JUNAGARH 3261,,Dec-2025,0.0
JUNAGARH 3261,,Dec-2025,0.0
JUNAGARH 3261,,Jan-2026,0.0
JUNAGARH 3261,,Jan-2026,0.0
JUNAGARH 3261,,Feb-2026,0.0
JUNAGARH 3261,,Feb-2026,0.0
JUNAGARH 3261,,March-2026,2501.0
JUNAGARH 3261,,March-2026,64377.0
JUNAGARH 3261,,March-2026,87107.28680865277
JUNAGARH 3261,,Apr-2026,2501.0
JUNAGARH 3261,,Apr-2026,142549.0
JUNAGARH 3261,,Apr-2026,249811.2060167296
JUNAGARH 3261,,May-2026,2501.0
JUNAGARH 3261,,May-2026,142549.0
JUNAGARH 3261,,May-2026,528179.7611217112
JUNAGARH 3318,,Apr-2023,0.0
JUNAGARH 3318,,Apr-2023,0.0
JUNAGARH 3318,,May-2023,0.0
JUNAGARH 3318,,Jun-2023,0.0
JUNAGARH 3318,,Jul-2023,0.0
JUNAGARH 3318,,Aug-2023,0.0
JUNAGARH 3318,,Sep-2023,0.0
JUNAGARH 3318,,Oct-2023,0.0
JUNAGARH 3318,,Nov-2023,0.0
JUNAGARH 3318,,Dec-2023,0.0
JUNAGARH 3318,,Jan-2024,0.0
JUNAGARH 3318,,Feb-2024,0.0
JUNAGARH 3318,,Mar-2024,0.0
JUNAGARH 3318,,Apr-2024,0.0
JUNAGARH 3318,,Apr-2024,0.0
JUNAGARH 3318,,May-2024,0.0
JUNAGARH 3318,,Jun-2024,0.0
JUNAGARH 3318,,Jul-2024,0.0
JUNAGARH 3318,,Aug-2024,0.0
JUNAGARH 3318,,Sep-2024,0.0
JUNAGARH 3318,,Oct-2024,0.0
JUNAGARH 3318,,Nov-2024,0.0
JUNAGARH 3318,,Dec-2024,0.0
JUNAGARH 3318,,Jan-2025,0.0
JUNAGARH 3318,,Feb-2025,0.0
JUNAGARH 3318,,Mar-2025,0.0
JUNAGARH 3318,,Apr-2025,0.0
JUNAGARH 3318,,Apr-2025,0.0
JUNAGARH 3318,,May-2025,0.0
JUNAGARH 3318,,Jun-2025,0.0
JUNAGARH 3318,,Jul-2025,0.0
JUNAGARH 3318,,Aug-2025,0.0
JUNAGARH 3318,,Sep-2025,0.0
JUNAGARH 3318,,Oct-2025,0.0
JUNAGARH 3318,,Nov-2025,0.0
JUNAGARH 3318,,Dec-2025,0.0
JUNAGARH 3318,,Jan-2026,0.0
JUNAGARH 3318,,Feb-2026,0.0
JUNAGARH 3318,,March-2026,0.0
JUNAGARH 3318,,Apr-2026,2929.0
JUNAGARH 3318,,Apr-2026,64442.0
JUNAGARH 3318,,Apr-2026,297869.57
JUNAGARH 3318,,May-2026,2929.0
JUNAGARH 3318,,May-2026,175750.0
JUNAGARH 3318,,May-2026,394702.9
JUNAGARH CON 3173,,Apr-2023,0.0
JUNAGARH CON 3173,,Apr-2023,0.0
JUNAGARH CON 3173,,May-2023,0.0
JUNAGARH CON 3173,,Jun-2023,0.0
JUNAGARH CON 3173,,Jul-2023,0.0
JUNAGARH CON 3173,,Aug-2023,0.0
JUNAGARH CON 3173,,Sep-2023,0.0
JUNAGARH CON 3173,,Oct-2023,0.0
JUNAGARH CON 3173,,Nov-2023,0.0
JUNAGARH CON 3173,,Dec-2023,0.0
JUNAGARH CON 3173,,Jan-2024,0.0
JUNAGARH CON 3173,,Feb-2024,0.0
JUNAGARH CON 3173,,Mar-2024,0.0
JUNAGARH CON 3173,,Apr-2024,0.0
JUNAGARH CON 3173,,Apr-2024,0.0
JUNAGARH CON 3173,,May-2024,0.0
JUNAGARH CON 3173,,Jun-2024,0.0
JUNAGARH CON 3173,,Jul-2024,0.0
JUNAGARH CON 3173,,Aug-2024,0.0
JUNAGARH CON 3173,,Sep-2024,0.0
JUNAGARH CON 3173,,Oct-2024,0.0
JUNAGARH CON 3173,,Nov-2024,0.0
JUNAGARH CON 3173,,Dec-2024,0.0
JUNAGARH CON 3173,,Jan-2025,0.0
JUNAGARH CON 3173,,Feb-2025,0.0
JUNAGARH CON 3173,,Mar-2025,0.0
JUNAGARH CON 3173,,Apr-2025,0.0
JUNAGARH CON 3173,,Apr-2025,0.0
JUNAGARH CON 3173,,May-2025,0.0
JUNAGARH CON 3173,,May-2025,0.0
JUNAGARH CON 3173,,Jun-2025,2172.0
JUNAGARH CON 3173,,Jun-2025,104232.0
JUNAGARH CON 3173,,Jun-2025,203102.6375345529
JUNAGARH CON 3173,,Jul-2025,2172.0
JUNAGARH CON 3173,,Jul-2025,104232.0
JUNAGARH CON 3173,,Jul-2025,199313.9963395457
JUNAGARH CON 3173,,Aug-2025,2172.0
JUNAGARH CON 3173,,Aug-2025,104232.0
JUNAGARH CON 3173,,Aug-2025,179581.8
JUNAGARH CON 3173,,Sep-2025,2172.0
JUNAGARH CON 3173,,Sep-2025,104232.0
JUNAGARH CON 3173,,Sep-2025,141391.6384583764
JUNAGARH CON 3173,,Oct-2025,2172.0
JUNAGARH CON 3173,,Oct-2025,104232.0
JUNAGARH CON 3173,,Oct-2025,67477.14
JUNAGARH CON 3173,,Nov-2025,2172.0
JUNAGARH CON 3173,,Nov-2025,104232.0
JUNAGARH CON 3173,,Nov-2025,74447.89352155593
JUNAGARH CON 3173,,Dec-2025,2172.0
JUNAGARH CON 3173,,Dec-2025,104232.0
JUNAGARH CON 3173,,Dec-2025,175172.8497319479
JUNAGARH CON 3173,,Jan-2026,2172.0
JUNAGARH CON 3173,,Jan-2026,104232.0
JUNAGARH CON 3173,,Jan-2026,187541.39762449768
JUNAGARH CON 3173,,Feb-2026,2172.0
JUNAGARH CON 3173,,Feb-2026,104232.0
JUNAGARH CON 3173,,Feb-2026,180777.67219645728
JUNAGARH CON 3173,,March-2026,2172.0
JUNAGARH CON 3173,,March-2026,104232.0
JUNAGARH CON 3173,,March-2026,162219.1112699838
JUNAGARH CON 3173,,Apr-2026,2172.0
JUNAGARH CON 3173,,Apr-2026,104232.0
JUNAGARH CON 3173,,Apr-2026,161449.7544864637
JUNAGARH CON 3173,,May-2026,2172.0
JUNAGARH CON 3173,,May-2026,117261.0
JUNAGARH CON 3173,,May-2026,322279.5322616008
Jaipur 1589,,Apr-2023,0.0
Jaipur 1589,,Apr-2023,0.0
Jaipur 1589,,Apr-2024,0.0
Jaipur 1589,,Apr-2024,0.0
Jaipur 1589,,Apr-2025,0.0
Jaipur 1589,,Apr-2025,0.0
Jaipur 1589,,Apr-2026,0.0
Jaipur 1589,,Apr-2026,0.0
Jaipur 1589,,May-2026,0.0
Jaipur 1589,,May-2026,0.0
Jaipur 2438,,Apr-2023,0.0
Jaipur 2438,,Apr-2023,0.0
Jaipur 2438,,Apr-2024,0.0
Jaipur 2438,,Apr-2024,0.0
Jaipur 2438,,Apr-2025,0.0
Jaipur 2438,,Apr-2025,0.0
Jaipur 2438,,Apr-2026,0.0
Jaipur 2438,,Apr-2026,0.0
Jaipur 2438,,May-2026,0.0
Jaipur 2438,,May-2026,0.0
Jalna 2292,,Apr-2023,0.0
Jalna 2292,,Apr-2023,0.0
Jalna 2292,,Apr-2024,0.0
Jalna 2292,,Apr-2024,0.0
Jalna 2292,,Apr-2025,0.0
Jalna 2292,,Apr-2025,0.0
Jalna 2292,,Apr-2026,0.0
Jalna 2292,,Apr-2026,0.0
Jalna 2292,,May-2026,0.0
Jalna 2292,,May-2026,0.0
Jalna 2331,,Apr-2023,0.0
Jalna 2331,,Apr-2023,0.0
Jalna 2331,,Apr-2024,0.0
Jalna 2331,,Apr-2024,0.0
Jalna 2331,,Apr-2025,0.0
Jalna 2331,,Apr-2025,0.0
Jalna 2331,,Apr-2026,0.0
Jalna 2331,,Apr-2026,0.0
Jalna 2331,,May-2026,0.0
Jalna 2331,,May-2026,0.0
Jalna 2332,,Apr-2023,0.0
Jalna 2332,,Apr-2023,0.0
Jalna 2332,,Apr-2024,0.0
Jalna 2332,,Apr-2024,0.0
Jalna 2332,,Apr-2025,0.0
Jalna 2332,,Apr-2025,0.0
Jalna 2332,,Apr-2026,0.0
Jalna 2332,,Apr-2026,0.0
Jalna 2332,,May-2026,0.0
Jalna 2332,,May-2026,0.0
Jeedipalle 2295,,Apr-2023,0.0
Jeedipalle 2295,,Apr-2023,0.0
Jeedipalle 2295,,Apr-2024,0.0
Jeedipalle 2295,,Apr-2024,0.0
Jeedipalle 2295,,Apr-2025,0.0
Jeedipalle 2295,,Apr-2025,0.0
Jeedipalle 2295,,Apr-2026,0.0
Jeedipalle 2295,,Apr-2026,0.0
Jeedipalle 2295,,May-2026,0.0
Jeedipalle 2295,,May-2026,0.0
Jeedipally 2339,,Apr-2023,0.0
Jeedipally 2339,,Apr-2023,0.0
Jeedipally 2339,,Apr-2024,0.0
Jeedipally 2339,,Apr-2024,0.0
Jeedipally 2339,,Apr-2025,0.0
Jeedipally 2339,,Apr-2025,0.0
Jeedipally 2339,,Apr-2026,0.0
Jeedipally 2339,,Apr-2026,0.0
Jeedipally 2339,,May-2026,0.0
Jeedipally 2339,,May-2026,0.0
Jodhpur 1095,,Apr-2023,5874.0
Jodhpur 1095,,Apr-2023,133548.0
Jodhpur 1095,,Apr-2023,122221.22
Jodhpur 1095,,May-2023,5874.0
Jodhpur 1095,,May-2023,133548.0
Jodhpur 1095,,May-2023,136219.61
Jodhpur 1095,,Jun-2023,5874.0
Jodhpur 1095,,Jun-2023,133548.0
Jodhpur 1095,,Jun-2023,135846.86
Jodhpur 1095,,Jul-2023,5874.0
Jodhpur 1095,,Jul-2023,133548.0
Jodhpur 1095,,Jul-2023,101269.45
Jodhpur 1095,,Aug-2023,5874.0
Jodhpur 1095,,Aug-2023,133548.0
Jodhpur 1095,,Aug-2023,169989.52
Jodhpur 1095,,Sep-2023,5874.0
Jodhpur 1095,,Sep-2023,133548.0
Jodhpur 1095,,Sep-2023,137466.94
Jodhpur 1095,,Oct-2023,5874.0
Jodhpur 1095,,Oct-2023,133548.0
Jodhpur 1095,,Oct-2023,153496.88
Jodhpur 1095,,Nov-2023,5874.0
Jodhpur 1095,,Nov-2023,133548.0
Jodhpur 1095,,Nov-2023,151290.15
Jodhpur 1095,,Dec-2023,5874.0
Jodhpur 1095,,Dec-2023,133548.0
Jodhpur 1095,,Dec-2023,155316.48
Jodhpur 1095,,Jan-2024,5874.0
Jodhpur 1095,,Jan-2024,133548.0
Jodhpur 1095,,Jan-2024,169836.2
Jodhpur 1095,,Feb-2024,5874.0
Jodhpur 1095,,Feb-2024,133548.0
Jodhpur 1095,,Feb-2024,176789.84
Jodhpur 1095,,Mar-2024,5874.0
Jodhpur 1095,,Mar-2024,133548.0
Jodhpur 1095,,Mar-2024,176789.84
Jodhpur 1095,,Apr-2024,5874.0
Jodhpur 1095,,Apr-2024,133548.0
Jodhpur 1095,,Apr-2024,304612.7658721851
Jodhpur 1095,,May-2024,5874.0
Jodhpur 1095,,May-2024,133548.0
Jodhpur 1095,,May-2024,355086.24634187453
Jodhpur 1095,,Jun-2024,5874.0
Jodhpur 1095,,Jun-2024,133548.0
Jodhpur 1095,,Jun-2024,311497.5178371908
Jodhpur 1095,,Jul-2024,5874.0
Jodhpur 1095,,Jul-2024,133548.0
Jodhpur 1095,,Jul-2024,101046.5889437912
Jodhpur 1095,,Aug-2024,5874.0
Jodhpur 1095,,Aug-2024,133548.0
Jodhpur 1095,,Aug-2024,95927.46697220906
Jodhpur 1095,,Sep-2024,5874.0
Jodhpur 1095,,Sep-2024,133548.0
Jodhpur 1095,,Sep-2024,90960.20457749952
Jodhpur 1095,,Oct-2024,5874.0
Jodhpur 1095,,Oct-2024,133548.0
Jodhpur 1095,,Oct-2024,58935.84276316608
Jodhpur 1095,,Nov-2024,3741.0
Jodhpur 1095,,Nov-2024,133548.0
Jodhpur 1095,,Nov-2024,218268.2747343338
Jodhpur 1095,,Dec-2024,3741.0
Jodhpur 1095,,Dec-2024,133548.0
Jodhpur 1095,,Dec-2024,254556.22862113768
Jodhpur 1095,,Jan-2025,3741.0
Jodhpur 1095,,Jan-2025,133548.0
Jodhpur 1095,,Jan-2025,251543.56761713888
Jodhpur 1095,,Feb-2025,3741.0
Jodhpur 1095,,Feb-2025,133548.0
Jodhpur 1095,,Feb-2025,234748.30825115537
Jodhpur 1095,,Mar-2025,3741.0
Jodhpur 1095,,Mar-2025,133548.0
Jodhpur 1095,,Mar-2025,253507.9556606697
Jodhpur 1095,,Apr-2025,3741.0
Jodhpur 1095,,Apr-2025,133548.0
Jodhpur 1095,,Apr-2025,245357.9534579079
Jodhpur 1095,,May-2025,3741.0
Jodhpur 1095,,May-2025,133548.0
Jodhpur 1095,,May-2025,234512.9833716493
Jodhpur 1095,,Jun-2025,3741.0
Jodhpur 1095,,Jun-2025,133548.0
Jodhpur 1095,,Jun-2025,237265.30024710248
Jodhpur 1095,,Jul-2025,3741.0
Jodhpur 1095,,Jul-2025,133548.0
Jodhpur 1095,,Jul-2025,262947.7470715998
Jodhpur 1095,,Aug-2025,3741.0
Jodhpur 1095,,Aug-2025,133548.0
Jodhpur 1095,,Aug-2025,241493.87792535248
Jodhpur 1095,,Sep-2025,3741.0
Jodhpur 1095,,Sep-2025,133548.0
Jodhpur 1095,,Sep-2025,220429.7058008785
Jodhpur 1095,,Oct-2025,3741.0
Jodhpur 1095,,Oct-2025,133548.0
Jodhpur 1095,,Oct-2025,206817.78789614688
Jodhpur 1095,,Nov-2025,3741.0
Jodhpur 1095,,Nov-2025,133548.0
Jodhpur 1095,,Nov-2025,207824.37263793888
Jodhpur 1095,,Dec-2025,3741.0
Jodhpur 1095,,Dec-2025,133548.0
Jodhpur 1095,,Dec-2025,218399.55807559448
Jodhpur 1095,,Jan-2026,3741.0
Jodhpur 1095,,Jan-2026,133548.0
Jodhpur 1095,,Jan-2026,220310.7490119234
Jodhpur 1095,,Feb-2026,3741.0
Jodhpur 1095,,Feb-2026,133548.0
Jodhpur 1095,,Feb-2026,225809.69721310728
Jodhpur 1095,,March-2026,3741.0
Jodhpur 1095,,March-2026,133548.0
Jodhpur 1095,,March-2026,240228.027949407
Jodhpur 1095,,Apr-2026,3741.0
Jodhpur 1095,,Apr-2026,133548.0
Jodhpur 1095,,Apr-2026,242972.87902740808
Jodhpur 1095,,May-2026,3741.0
Jodhpur 1095,,May-2026,133548.0
Jodhpur 1095,,May-2026,486606.7014507707
Jodhpur 341,,Apr-2023,2961.0
Jodhpur 341,,Apr-2023,122579.0
Jodhpur 341,,Apr-2023,128393.37
Jodhpur 341,,May-2023,2961.0
Jodhpur 341,,May-2023,122579.0
Jodhpur 341,,May-2023,132702.94
Jodhpur 341,,Jun-2023,2961.0
Jodhpur 341,,Jun-2023,122579.0
Jodhpur 341,,Jun-2023,144916.93
Jodhpur 341,,Jul-2023,2961.0
Jodhpur 341,,Jul-2023,122579.0
Jodhpur 341,,Jul-2023,104428.39
Jodhpur 341,,Aug-2023,2961.0
Jodhpur 341,,Aug-2023,122579.0
